
0.2116438356,0.0000000000,0.5022488756,0.3498402556,0.2329192547,0.5970930233,0.7824887105,0.0741758242,-1.0000000000
0.3650684932,0.3074568726,0.4302848576,0.5878594249,0.1552795031,0.2738372093,0.3477170095,0.0741758242,-1.0000000000
0.1328767123,0.5230940456,0.7316341829,0.6501597444,0.3509316770,0.0805232558,0.2902659308,0.0741758242,-1.0000000000
0.3972602740,0.3227601558,0.4497751124,0.4648562300,0.2795031056,0.2005813953,0.4365278475,0.0741758242,1.0000000000
0.5273972603,0.0000000000,0.0000000000,0.5607028754,0.0000000000,0.3784883721,0.6236828901,0.0741758242,-1.0000000000
0.2668949772,0.0000000000,0.6201899050,0.2931309904,0.3509316770,0.8072674419,0.5040140492,0.1510989011,-1.0000000000
0.0319634703,0.4813578186,0.0000000000,0.5607028754,0.0000000000,0.3162790698,0.7473657802,0.0164835165,-1.0000000000
0.8515981735,0.3305509182,0.0000000000,0.4736421725,0.2763975155,0.1485465116,0.4703963874,0.2472527473,1.0000000000
0.3009132420,0.0000000000,0.4727636182,0.6078274760,0.1428571429,0.4244186047,0.6477671851,0.2719780220,-1.0000000000
0.2550228311,0.2729549249,0.1224387806,0.4784345048,0.2142857143,0.7697674419,0.4801806322,0.0357142857,-1.0000000000
0.2481735160,0.8795214246,0.0000000000,0.5103833866,0.0000000000,0.5116279070,0.2390868038,0.0164835165,-1.0000000000
0.7351598174,0.0612131330,0.6596701649,0.3690095847,0.2763975155,0.0610465116,0.3913697943,0.1510989011,1.0000000000
0.2237442922,0.3700612131,0.0000000000,0.5607028754,0.0000000000,0.4779069767,0.5323632715,0.0741758242,-1.0000000000
0.7947488584,0.1391207568,0.0000000000,0.6246006390,0.0931677019,0.9401162791,0.0481685901,0.0741758242,-1.0000000000
0.5662100457,0.0000000000,0.0000000000,0.5127795527,0.0000000000,0.7238372093,0.4415454089,0.0741758242,-1.0000000000
0.2876712329,0.9518642181,0.0000000000,0.5103833866,0.0000000000,0.4500000000,0.2014550928,0.0164835165,-1.0000000000
0.7694063927,0.4924874791,0.0000000000,0.5127795527,0.3447204969,0.2438953488,0.2857501254,0.2472527473,1.0000000000
0.4207762557,0.5589872009,0.0000000000,0.1829073482,0.3478260870,0.5918604651,0.5260913196,0.0741758242,1.0000000000
0.4680365297,0.0000000000,0.0000000000,0.5686900958,0.0000000000,0.4854651163,0.5469141997,0.2445054945,-1.0000000000
0.3410958904,0.0000000000,0.5912043978,0.5327476038,0.1801242236,0.6610465116,0.4106874059,0.2719780220,1.0000000000
0.6347031963,0.0000000000,0.0000000000,0.8482428115,0.0000000000,0.3808139535,0.1906673357,0.7390109890,1.0000000000
0.6255707763,0.0000000000,0.0000000000,0.7412140575,0.0000000000,0.5886627907,0.4224786754,0.2719780220,1.0000000000
0.6461187215,0.0000000000,0.0000000000,0.5127795527,0.0000000000,0.4796511628,0.4239839438,0.0054945055,-1.0000000000
0.1155251142,0.6641624930,0.0000000000,0.6246006390,0.1956521739,0.5837209302,0.2255393879,0.0741758242,-1.0000000000
0.4748858447,0.0000000000,0.0000000000,0.5607028754,0.0000000000,0.4941860465,0.6437531360,0.0054945055,-1.0000000000
0.2545662100,0.0000000000,0.8705647176,0.2987220447,0.3633540373,0.7052325581,0.4463120923,0.0054945055,-1.0000000000
0.1632420091,0.1393989983,0.8670664668,0.3434504792,0.2018633540,0.5965116279,0.5005017561,0.0357142857,-1.0000000000
0.5000000000,0.4563160824,0.0000000000,0.5447284345,0.1552795031,0.2005813953,0.4515805319,0.0741758242,1.0000000000
0.2522831050,0.0000000000,0.5017491254,0.2995207668,0.2701863354,0.6011627907,0.7767185148,0.2719780220,1.0000000000
0.2513698630,0.0000000000,0.6076961519,0.4672523962,0.1770186335,0.7459302326,0.4648770697,0.0741758242,-1.0000000000
0.4456621005,0.0000000000,0.5872063968,0.4233226837,0.2950310559,0.6447674419,0.4001505268,0.0741758242,1.0000000000
0.3899543379,0.2924318308,0.4087956022,0.7020766773,0.2795031056,0.2994186047,0.2150025088,0.0741758242,-1.0000000000
1.0000000000,0.0000000000,0.0000000000,0.4089456869,0.0000000000,0.9418604651,0.0476668339,0.0357142857,1.0000000000
0.5034246575,0.4134668893,0.0000000000,0.5111821086,0.2639751553,0.4360465116,0.2897641746,0.0741758242,1.0000000000
0.1073059361,0.3867557040,0.5447276362,0.5686900958,0.1863354037,0.2645348837,0.4666332163,0.0741758242,-1.0000000000
0.0707762557,0.5843071786,0.0000000000,0.5926517572,0.0931677019,0.4302325581,0.5042649272,0.0741758242,-1.0000000000
0.3410958904,0.0000000000,0.5912043978,0.5678913738,0.1801242236,0.7052325581,0.4021575514,0.0357142857,-1.0000000000
0.4949771689,0.5912632165,0.0000000000,0.2707667732,0.4440993789,0.1485465116,0.7185148018,0.0164835165,-1.0000000000
0.3378995434,0.0000000000,0.4782608696,0.5239616613,0.1708074534,0.4531976744,0.6703462117,0.1510989011,-1.0000000000
0.3093607306,0.6608235949,0.0000000000,0.8482428115,0.0000000000,0.3808139535,0.0000000000,0.0741758242,-1.0000000000
0.5410958904,0.0000000000,0.0000000000,0.6006389776,0.0000000000,0.4854651163,0.4691419970,0.0054945055,-1.0000000000
0.7694063927,0.4924874791,0.0000000000,0.5127795527,0.3447204969,0.2438953488,0.2857501254,0.0054945055,-1.0000000000
0.4630136986,0.0000000000,0.4977511244,0.5926517572,0.3043478261,0.4604651163,0.2789764175,0.0741758242,-1.0000000000
0.2545662100,0.0000000000,0.8705647176,0.2987220447,0.3633540373,0.7052325581,0.4463120923,0.0741758242,1.0000000000
0.3500000000,0.2749026155,0.3848075962,0.5335463259,0.2018633540,0.3430232558,0.3896136478,0.0741758242,-1.0000000000
0.1438356164,0.3575403450,0.6601699150,0.4257188498,0.2515527950,0.5953488372,0.3828399398,0.2719780220,1.0000000000
0.1052511416,0.0000000000,0.9100449775,0.4760383387,0.4658385093,0.1101744186,0.7282990467,0.0741758242,-1.0000000000
0.3105022831,0.0000000000,0.0000000000,0.5047923323,0.0000000000,0.9215116279,0.4892122428,0.0741758242,-1.0000000000
0.1210045662,0.0000000000,0.7146426787,0.5686900958,0.2795031056,0.7151162791,0.2584044155,0.0741758242,-1.0000000000
0.2922374429,0.0000000000,0.5912043978,0.5886581470,0.1428571429,0.6639534884,0.4129453086,0.0357142857,-1.0000000000
0.6543378995,0.2701725097,0.0000000000,0.2883386581,0.3757763975,0.1485465116,0.8321625690,0.0054945055,-1.0000000000
0.9086757991,0.0000000000,0.0000000000,0.6246006390,0.0000000000,0.9418604651,0.0476668339,0.0164835165,-1.0000000000
0.2205479452,0.3683917641,0.0000000000,0.5607028754,0.0000000000,0.5156976744,0.5807827396,0.9862637363,1.0000000000
0.4000000000,0.2721202003,0.1224387806,0.3107028754,0.3478260870,0.7578488372,0.4729051681,0.2719780220,1.0000000000
0.1061643836,0.3878686700,0.5427286357,0.5662939297,0.1894409938,0.2656976744,0.4666332163,0.0741758242,-1.0000000000
0.1869863014,0.3411240957,0.0000000000,0.6525559105,0.0000000000,0.4598837209,0.5168088309,0.2445054945,-1.0000000000
0.8881278539,0.0723427935,0.6146926537,0.6325878594,0.1211180124,0.0610465116,0.2634219769,0.0741758242,1.0000000000
0.2089041096,0.8074568726,0.0000000000,0.5103833866,0.0000000000,0.5732558140,0.2767185148,0.0741758242,-1.0000000000
