
9,6,17,200,62,0.3,1021.9,-19,0,2,0,9
11,7,14,200,66,-0.1,1022.4,-19.3,0,4.4,1,11
8,0,16,200,59,-0.6,1022.6,-19.7,0,4.7,2,8
8,3,16,0,0,-0.7,1023.5,-20.9,0,2.6,3,8
8,3,0,300,36,-0.9,1024.1,-21.7,0,2.5,4,8
10,4,8,200,64,-1.6,1024.7,-21.1,0,2,5,10
8,6,13,300,61,-2.4,1025.4,-20.3,0,2.3,6,8
8,8,20,300,54,-0.8,1026.7,-19.9,0,2,7,8
6,9,23,300,50,0.4,1027.3,-19.4,0,2.7,8,3
6,10,18,300,56,1.5,1027.4,-19.7,0,2.9,9,3
6,11,15,300,61,2.1,1027.3,-21.2,0,4.8,10,3
6,9,14,300,62,3.1,1027.2,-21.1,0,4.1,11,3
6,8,10,300,67,4.7,1026.3,-20.6,0,1.6,12,3
9,7,9,300,70,5.5,1025.2,-20,0,3.1,13,3
14,7,8,300,72,6.6,1024.9,-19.9,0,2.1,14,3
14,5,7,200,73,6.1,1024.7,-19.5,0,2.4,15,12
17,7,9,300,72,5.9,1024.7,-18.8,0,3.3,16,11
18,8,14,300,67,5.3,1025.3,-19.3,0,2,17,13
18,9,20,400,58,4.1,1026.4,-19.5,0,2.2,18,10
16,7,29,500,50,3.2,1027.2,-18.9,0,2.1,19,10
12,6,29,500,47,2.6,1028.2,-18.8,0,1.9,20,11
12,6,31,500,44,2.2,1029.2,-17.9,0,1.1,21,10
13,11,39,500,34,2,1029.5,-18.1,0,2,22,10
15,14,41,500,31,1,1029.6,-18.4,0,1.8,23,15
10,11,35,400,39,0.5,1030.2,-18.3,0,1.4,0,5
8,9,33,400,40,-0.3,1030.2,-17.5,0,1,1,3
6,9,29,300,44,-1.2,1029.6,-17,0,0.8,2,3
6,9,29,400,43,-2.9,1029.7,-14.9,0,0.1,3,3
6,8,30,400,41,-2.4,1029.8,-15.5,0,0.2,4,3
8,6,15,300,57,-1.2,1029.2,-17.9,0,1,5,8
8,10,31,400,37,-1.2,1028.5,-17.9,0,1.5,6,8
6,16,61,600,8,-1.1,1029.2,-16.1,0,1.2,7,3
7,17,53,500,17,0,1028.8,-16.8,0,1.3,8,4
11,17,50,500,23,1.1,1028.9,-16.8,0,1,9,4
14,22,52,600,20,1.9,1028.4,-17.1,0,2,10,5
18,20,61,1000,15,2.5,1027.5,-17.7,0,2.1,11,13
25,19,47,700,29,3.3,1026.2,-17.6,0,1.8,12,17
28,18,35,600,43,4.2,1024.8,-16.8,0,1,13,24
27,23,36,800,44,4.1,1024.1,-16.3,0,1.3,14,18
37,44,43,1100,40,3.9,1023.5,-15.9,0,1.9,15,34
56,46,44,1100,38,3.8,1022.8,-15,0,1,16,42
68,48,46,1100,37,3.1,1022.7,-14.1,0,1.1,17,56
80,51,52,1100,31,2.6,1022.5,-13.7,0,1.3,18,56
88,53,67,1300,14,0.6,1022.2,-12.8,0,0.5,19,64
96,63,83,1600,2,-0.2,1022.3,-11,0,1.1,20,72
118,72,91,1800,2,-0.1,1021.8,-10.9,0,0.2,21,88
125,82,93,2000,2,-2.4,1021.3,-11.7,0,0.6,22,101
127,70,92,2100,2,-2.3,1020.3,-12.1,0,0.1,23,108
108,56,92,2100,2,-0.6,1019.4,-14.2,0,1.3,0,101
93,62,94,2299,2,-0.1,1018.7,-14.5,0,1.4,1,77
109,68,92,2600,2,-2.8,1017.3,-13.4,0,0.6,2,97
120,75,89,2700,2,-4.4,1016.6,-11.7,0,0.4,3,107
118,76,89,2799,2,-5.1,1015.9,-11.5,0,0.7,4,107
109,65,86,2000,2,-5.3,1015.7,-11.2,0,1,5,104
94,60,86,2000,2,-5.8,1015.6,-11.1,0,1,6,87
95,69,86,2000,2,-3.2,1015.8,-10.3,0,0.6,7,86
101,73,86,2399,2,1.7,1015.1,-12.5,0,0.6,8,84
119,83,91,2799,2,3.8,1015,-12.6,0,0.5,9,88
127,84,95,2600,2,7.2,1014.1,-12.1,0,0.8,10,91
129,88,102,2600,4,11.1,1012.8,-11.7,0,2.3,11,93
143,79,115,3000,6,12.7,1011.9,-12.5,0,1.9,12,101
152,54,92,2000,18,13.7,1010.6,-11.7,0,2.3,13,110
143,52,86,1800,35,14.7,1010.2,-12.6,0,2.3,14,92
169,43,58,1300,55,15,1009.6,-12.3,0,2.8,15,114
146,29,46,1000,60,13.6,1009.8,-9.6,0,3.2,16,95
130,36,57,1000,50,11.6,1010.4,-8.9,0,1.5,17,77
159,65,102,1600,16,8.6,1011.4,-8,0,1.3,18,84
225,66,116,1800,2,9.6,1012.4,-12.3,0,2.9,19,123
242,69,120,2200,2,12.1,1012.6,-13,0,0.8,20,150
191,23,80,1100,2,5.1,1012.8,-12.4,0,0.2,21,147
68,14,73,800,2,3.5,1012.9,-10.9,0,1,22,62
41,20,89,1600,2,9.6,1013.8,-11.7,0,1.9,23,27
46,21,85,2000,2,9.6,1014.8,-11.7,0,2.6,0,33
36,31,73,1200,2,8.8,1015.6,-11.8,0,2.1,1,31
31,10,25,500,44,7.8,1016.1,-11.6,0,2.1,2,23
27,5,17,400,56,7.6,1015.9,-11.7,0,2.8,3,10
16,12,32,500,37,4.8,1016.8,-12.2,0,0.4,4,8
22,15,23,400,44,1.9,1017.4,-11.6,0,1,5,9
24,18,32,600,33,1,1018.1,-10.5,0,0,6,4
22,22,53,900,11,6.6,1019,-11.1,0,0.8,7,8
28,32,61,1100,8,9,1019.8,-11.1,0,2,8,9
29,22,37,600,36,10.7,1019.8,-12.7,0,2.5,9,12
13,15,25,500,51,11.6,1019.7,-12.7,0,2.5,10,11
14,11,19,400,60,13.1,1019,-13,0,1.4,11,12
16,12,19,400,63,14.3,1018.1,-12.9,0,0.8,12,15
16,11,18,400,67,14.5,1017,-13.7,0,1.3,13,13
13,9,20,400,69,15.8,1016.1,-12.6,0,2.5,14,8
15,11,25,400,67,15.1,1015.4,-14.2,0,2,15,10
18,10,28,400,75,14.6,1015,-13.6,0,2.3,16,12
26,8,28,500,87,12.8,1015.2,-11.7,0,2.9,17,23
38,13,43,500,63,11.2,1015.7,-11.6,0,2.3,18,29
66,16,65,700,32,9.5,1015.9,-10.6,0,1.5,19,32
92,25,78,1100,14,7.8,1016.1,-10.6,0,0.6,20,40
104,38,88,1399,4,6.9,1016.3,-10.4,0,2.2,21,56
111,35,83,1399,7,6.6,1016,-10.2,0,1.3,22,71
105,52,71,1399,87,4.9,1015,-9.7,0,1.2,23,76
106,86,63,1300,87,5,1014.6,-8.9,0,0.7,0,82
124,82,58,1300,87,3.7,1013.9,-8.4,0,2.7,1,93
138,0,56,1399,87,2.3,1013.5,-7.9,0,0.9,2,107
130,4,59,0,87,-0.4,1013,-7.7,0,1.1,3,114
137,5,0,1800,87,-1.1,1012.9,-8.1,0,0.9,4,125
149,59,74,2200,87,-1.9,1012.9,-7.8,0,0,5,138
145,63,79,2399,87,-0.1,1012.6,-9,0,0.6,6,132
137,67,82,2799,87,2.4,1012.5,-7.5,0,0,7,129
136,80,90,3399,87,7.2,1012.3,-8.8,0,1,8,118
150,117,97,3100,87,9,1011.7,-8.6,0,1.9,9,117
172,90,108,3000,87,10.3,1011,-8.9,0,1.7,10,126
180,83,108,2600,87,11.4,1010.2,-9,0,0.8,11,133
169,73,101,2000,25,13.2,1008.6,-8.7,0,0.8,12,138
157,72,116,2100,87,14.7,1007.4,-8.1,0,1.3,13,134
161,79,140,2399,87,15.4,1006.5,-7.5,0,1,14,142
187,102,132,2200,87,15.9,1006.2,-7.1,0,0.9,15,168
217,100,95,1700,87,14.9,1006,-6.7,0,0.9,16,193
208,104,75,1500,78,11.3,1006.5,-5.7,0,0.7,17,184
194,104,82,1500,78,11.3,1007,-5.7,0,0.7,18,180
206,88,146,2200,78,6.8,1007.6,-5.9,0,0,19,185
230,85,145,2299,78,5.7,1007.9,-5.6,0,0.6,20,198
234,88,145,3100,78,4.6,1007.9,-5.5,0,0.6,21,202
233,96,142,2700,78,4.4,1007.9,-5.4,0,0.9,22,216
220,100,154,3399,78,7.9,1007.5,-6.6,0,0.5,23,214
232,110,148,3100,78,4.8,1007.5,-6.2,0,0.4,0,220
232,99,136,2799,78,2.5,1007.3,-5.6,0,0.4,1,229
226,102,138,3000,78,2.3,1007,-5.4,0,0.9,2,220
208,82,129,2600,78,3.6,1006.9,-5.6,0,1,3,159
187,77,131,2799,78,4.7,1006.7,-6,0,0.5,4,149
187,75,131,2799,78,4.9,1006.8,-5.5,0,1.2,5,186
188,79,137,3000,78,5.3,1007.5,-5.7,0,1.5,6,187
200,86,128,2700,78,6.7,1008.2,-5.6,0,0.7,7,186
207,102,117,2799,78,7.6,1008.2,-4.8,0,1,8,193
215,88,100,2299,78,8.7,1008.1,-5.6,0,1,9,194
202,87,101,2600,78,9.6,1007.8,-5.1,0,1.3,10,181
199,105,106,3000,78,11.4,1006.7,-4.3,0,0.4,11,177
207,107,104,2600,78,12.2,1006,-4.5,0,0.8,12,187
218,116,112,2700,78,13.4,1005.3,-4.3,0,0.6,13,192
231,128,116,2799,78,14.6,1004.6,-4.2,0,1.6,14,209
244,138,122,3200,78,14.5,1004.6,-4.3,0,1.8,15,226
253,144,130,3299,78,13.8,1004.5,-4,0,1.1,16,224
260,146,129,3299,67,12,1005.2,-3.8,0,1,17,225
270,138,131,3200,8,8.6,1006.2,-3.6,0,0,18,227
278,125,134,3500,8,6,1006.8,-3.7,0,0,19,228
282,114,135,3700,8,4.7,1007.6,-3.3,0,0,20,236
293,110,134,4400,8,5,1007.1,-3.1,0,1,21,247
285,118,131,4700,8,6.8,1006.8,-2.9,0,0.8,22,253
280,134,130,4799,8,5.4,1006.9,-2.9,0,0.9,23,254
292,123,129,5299,8,5.2,1006.6,-2.9,0,2.4,0,258
316,103,124,5200,8,3.3,1006.5,-3.1,0,1.1,1,270
317,100,118,4500,8,2.2,1006,-3.1,0,0.8,2,280
285,98,110,4099,8,1,1005.7,-3.5,0,1.1,3,264
263,78,107,4799,8,0,1005.7,-3.6,0,1,4,249
257,69,105,4799,8,-0.4,1005.7,-3.1,0,0.2,5,243
256,61,104,5700,8,-0.3,1005.7,-2.7,0,0.9,6,243
259,60,106,5799,8,3.6,1006,-0.6,0,0.6,7,240
275,81,121,6700,8,9.4,1005.7,-0.8,0,0.1,8,249
306,137,158,6000,8,10.1,1005.2,-1,0,0.9,9,262
349,120,206,7599,8,12.8,1004.4,-0.8,0,1,10,292
407,130,241,8599,8,15.6,1002.7,-2.4,0,1.6,11,327
454,150,221,6099,8,16.1,1000.7,-2.4,0,2.2,12,389
400,137,167,3799,25,17.2,999.3,-2.5,0,2.1,13,366
336,99,110,3200,62,18.8,997.9,-2.8,0,2.4,14,294
338,78,94,2600,70,18.4,996.7,-1.5,0,2.1,15,338
274,56,59,1600,94,18.2,996.1,-1.1,0,0.8,16,190
202,70,81,1700,94,15.1,995.8,-1.1,0,1,17,159
226,73,117,1700,94,10.9,996.4,-0.6,0,0.9,18,208
212,62,136,1500,2,10.5,996.8,-0.6,0,1.3,19,197
190,66,147,2200,94,12.9,996.9,-2.6,0,0,20,153
251,92,184,3500,94,11,996.8,-1.4,0,0.6,21,193
380,103,191,4599,94,8.1,997.1,-1.4,0,1.3,22,304
468,98,182,4500,94,8.8,997.2,-1.1,0,1.2,23,400
454,106,178,4500,94,5,997.3,-1.9,0,1,0,410
431,74,172,4700,94,4.9,997.5,-1.8,0,0.4,1,421
431,74,164,4700,94,6.1,997.4,-1.8,0,0.6,2,379
375,94,157,4200,94,3.9,997.3,-2.1,0,0.7,3,316
312,65,148,4700,94,3.4,997.6,-2,0,1.3,4,282
319,52,158,6000,94,3,998.3,-2.1,0,0.8,5,287
333,49,162,7000,94,2.9,998.9,-1.8,0,0.4,6,289
342,48,164,7500,94,7.2,999.5,-0.3,0,1.1,7,338
352,66,165,7400,94,12.3,999.9,-0.3,0,0.2,8,330
377,118,198,8300,94,16.2,1000.2,-1,0,0.9,9,340
398,115.668,220.9028,0,94,18.7,999.9,-1.2,0,1.1,10,360
198,79,187,4700,94,21.1,999.6,-3.5,0,3.3,11,284
166,48,119,2299,94,22.2,998.4,-3.3,0,2.7,12,174
174,41,72,1399,94,22.9,997.4,-3.5,0,2.7,13,156
304,47,61,1300,94,16.7,997.5,1.1,0,4.6,14,138
460,92,106,2700,94,13.5,998.2,0.5,0,3.8,15,264
253,71,75,1300,86,11.5,999,-0.7,0,1.6,16,181
132,49,56,600,86,9.7,999,-1.1,0,3.2,17,115
69,38,46,600,86,8.7,999.6,-1.7,0,0.8,18,56
72,35,49,900,86,8.6,999.6,-0.7,0,2.2,19,43
72,37,54,1100,86,7.5,999.2,-2.3,0,0.6,20,55
52,33,42,1100,86,7.4,998.9,-2.1,0,1.7,21,49
60,38,68,1600,86,6.7,998.1,-3.6,0,2.5,22,50
54,52,55,1700,86,5.9,996.7,-4.6,0,2,23,45
48,54,56,2000,86,3.9,995.4,-4.1,0,0.2,0,45
72,61,61,2299,86,3.4,994.3,-3.9,0,1.3,1,55
75,0,60,2299,86,2.4,993.1,-3.7,0,1.5,2,61
81,5,79,0,86,1.6,992,-3.5,0,1,3,68
80,5,0,2500,86,1,991.1,-3.7,0,0.8,4,70
88,48,75,2700,86,1.1,991.2,-3.2,0,0.4,5,73
99,74,76,2700,86,3.8,991.3,-3.3,0,0.2,6,77
109,80,89,2299,86,5.5,991.7,-2.6,0,1.7,7,102
138,87,83,2100,86,9.7,992.8,-2.3,0,2.6,8,103
140,92,79,2000,86,18,995.2,-0.8,0,9.9,9,112
375,98,70,1700,86,15.7,997.1,-5.4,0,13.2,10,141
589,53,36,900,86,13.8,1000.5,-10.2,0,5.3,11,104
902,10,11,300,86,12,1003.2,-13.9,0,6.2,12,69
961,4,9,200,86,10.5,1005.8,-16.8,0,3.7,13,72
890,3,7,200,81,10.5,1006.7,-17.8,0,3.6,14,68
432,3,11,300,81,10.5,1008.2,-17.8,0,4.9,15,40
161,3,11,300,81,11.1,1009.7,-18.3,0,4,16,20
119,3,13,300,81,9.7,1011.7,-18.4,0,1.8,17,18
85,3,11,300,81,8.1,1014.7,-18.7,0,3.7,18,17
76,3,16,300,81,7,1016.7,-18.8,0,1.9,19,13
52,5,18,400,81,6,1018.7,-18.8,0,2.2,20,15
35,9,19,300,81,5.3,1019.6,-18.6,0,2.6,21,12
21,6,18,400,81,4.6,1020.2,-18.4,0,1.8,22,16
7,4,16,400,81,1.8,1020.4,-15.7,0,0.5,23,3
12,4,22,400,81,4.1,1020.1,-18.2,0,1.3,0,11
6,6,26,500,81,2.6,1020.3,-18.8,0,1.4,1,3
9,9,40,600,81,-0.4,1020.3,-15.9,0,0.6,2,3
7,12,38,700,81,-1.9,1020.7,-12.6,0,1.2,3,3
22,11,60,1200,81,-1,1021.4,-13.6,0,1,4,16
25,22,77,1200,81,-3.2,1021.6,-14.3,0,0.5,5,24
36,26,78,1800,81,-2.6,1022.1,-13.8,0,1.5,6,32
37,25,75,1800,81,3.2,1022.8,-15.5,0,2,7,28
28,33,68,1300,81,5.5,1023.1,-15.7,0,4.3,8,18
32,40,50,1000,81,6.7,1022.6,-16,0,3.6,9,29
54,28,37,1000,81,8.3,1021.7,-16.1,0,3.1,10,30
42,24,26,800,81,9.6,1021.2,-15.1,0,3.7,11,32
43,26,24,600,81,10.2,1020.3,-15.4,0,4.6,12,30
34,22,21,500,81,10.7,1019.1,-14.9,0,4.1,13,22
27,16,18,400,79,11.2,1018.2,-14.5,0,3,14,22
64,18,19,500,85,11,1017.8,-14.7,0,4,15,37
53,22,23,500,85,10.5,1017.5,-13.6,0,3.5,16,39
67,25,29,500,85,9.2,1017.4,-13.3,0,1.4,17,46
72,26,34,600,85,8.2,1017.7,-12.9,0,1.3,18,51
86,30,54,900,85,6.7,1018,-11.5,0,1.7,19,66
100,31,66,1000,85,5.9,1018.3,-10.8,0,1.2,20,69
87,27,60,900,85,4.8,1018.4,-10.5,0,0.9,21,66
103,36,58,1100,85,4.4,1017.8,-10.1,0,0.9,22,78
110,41,61,1200,85,3.3,1017.9,-10,0,1.3,23,87
118,55,61,1200,85,2,1017.9,-9.6,0,1,0,98
124,72,63,1200,85,1.1,1017.3,-9,0,0.8,1,104
117,78,67,1300,85,0.4,1016.6,-8.8,0,0.8,2,110
122,89,64,1300,85,-1.1,1016.3,-8.5,0,0.7,3,114
113,70,67,1300,85,-1.9,1016.1,-8,0,0.2,4,111
115,86,63,1300,85,-2.5,1016.2,-7.8,0,1.1,5,112
110,91,65,1399,85,-2.1,1016.2,-7.2,0,0.7,6,97
93,59,73,1800,85,-0.2,1016.4,-7,0,0.5,7,89
104,60,77,1700,85,3.8,1016.4,-7.7,0,0.2,8,98
103,78,71,1500,85,5.9,1015.9,-7.4,0,1.2,9,103
118,111,70,1500,85,7.3,1015,-8.3,0,0.7,10,92
124,110,70,1600,85,9.1,1013.9,-9,0,1.1,11,105
148,122,78,1600,85,10.4,1012.5,-8.3,0,1.9,12,136
139,116,70,1399,85,11,1011.3,-7.8,0,2.5,13,132
124,98,56,1200,85,10.7,1010.1,-7.1,0,2.8,14,118
113,95,56,1100,80,11.1,1009.3,-6.8,0,1.8,15,106
154,118,67,1600,74,10.5,1008.5,-6.4,0,2.7,16,123
203,159,80,2299,74,9.6,1008.8,-5.9,0,2,17,144
229,106,79,1800,51,9.5,1009,-6.4,0,0.9,18,145
164,113,98,2200,47,9.4,1009.2,-6.1,0,1,19,156
237,177,111,2899,47,9.3,1009.5,-5.8,0,0.9,20,188
250,153,110,2899,47,8.8,1009,-4.1,0,1.2,21,191
251,77,91,1600,47,8.7,1008.5,-5.6,0,1.6,22,131
92,53,78,1300,47,7.2,1007.3,-5.5,0,0.1,23,82
107,60,72,1399,47,5.5,1006.5,-5.2,0,0.9,0,101
129,64,80,1700,47,7.3,1006.1,-5.4,0,1.3,1,122
130,71,77,1800,47,7.1,1005,-5,0,1,2,105
109,64,72,1600,47,6.8,1004.8,-4.3,0,1,3,106
102,63,70,1399,47,4.7,1005.6,0.1,1.4,1.3,4,90
194,40,66,1399,47,3.7,1005.3,1.7,1.2,0.6,5,103
118,18,78,2100,47,3.2,1005.9,2.2,1.5,0.8,6,98
119,16,74,2000,47,2.8,1005.8,1.9,2,0,7,125
84,13,72,1899,47,3.4,1005.7,2.5,0.2,1.7,8,120
88,13,73,2100,47,4,1005.9,2.5,0,0.9,9,120
91,14,75,2100,47,4.4,1005.9,2.7,0.3,0.4,10,130
91,17,74,1899,47,4.6,1005.7,2.9,0,0.7,11,137
97,19,70,1800,47,5.3,1005.8,3.3,0,0.5,12,136
95,24,72,1899,47,5.5,1005.7,3,0,2.4,13,152
79,25,69,1700,44,6.2,1006.2,3.2,0,2.8,14,133
89,23,65,1700,32,6.4,1006.9,3.5,0,1.5,15,124
97,24,67,1800,22,7.2,1007.2,3.8,0,1.6,16,136
75,33,71,1800,22,6.9,1008.2,3.5,0,1.4,17,135
106,33,77,1700,4,4.8,1010.2,2.8,0,0.4,18,137
90,30,80,1700,4,4.3,1011.6,2.5,0,0.8,19,134
95,25,77,1700,4,5.3,1013.5,3.1,0,0.5,20,126
99,19,76,2100,4,4.4,1014.7,2.3,0,1,21,141
102,17,76,2700,4,5.1,1015.8,-0.3,0,1,22,147
28,20,67,1700,4,5,1016.6,-6,0,1.4,23,111
27,32,30,700,26,4.8,1017.3,-8,0,1.9,0,27
10,18,19,500,48,4.2,1017.7,-9.6,0,4,1,10
9,18,16,500,54,3.4,1018.1,-9.6,0,2.8,2,9
9,6,19,0,54,2.9,1018.7,-9.4,0,2.4,3,9
12,4,19,400,54,2.3,1019.7,-9.9,0,2,4,12
11,10,32,500,54,1.6,1020.3,-10.3,0,1.3,5,11
12,18,36,600,54,1.6,1021.3,-9.1,0,0.9,6,12
11,25,51,700,54,3.9,1022.7,-10.2,0,1.5,7,11
7,23,54,700,54,4.8,1023.8,-11.3,0,2.5,8,3
8,22,43,600,54,5.1,1024.4,-11.5,0,3.1,9,18
16,13,26,500,54,6.1,1024.2,-12.5,0,2,10,16
6,9,19,400,59,6.8,1023.5,-14.1,0,3.1,11,14
6,7,17,400,66,7.3,1022.8,-13.6,0,2.2,12,20
6,7,16,400,70,7.9,1022.1,-13.7,0,1.7,13,20
6,7,14,400,74,8.6,1021.5,-13.8,0,2.6,14,12
6,7,15,400,75,9,1021,-13.4,0,1.1,15,15
6,7,19,400,75,8.5,1021.2,-11.5,0,2.4,16,21
28,9,34,600,75,6.8,1021.6,-10.9,0,2.6,17,26
36,13,44,700,75,5.7,1022.3,-9.7,0,2.1,18,34
41,15,54,800,75,4.8,1022.9,-10.1,0,0.8,19,36
32,14,56,900,75,4.3,1023.3,-9.8,0,1.2,20,31
31,16,57,1100,75,3.9,1023.6,-8.5,0,1.5,21,46
34,23,68,1200,75,3,1023.5,-7.2,0,1.5,22,53
86,29,61,1200,75,2.8,1023.7,-4.4,0,1.8,23,55
106,23,66,1500,75,1.5,1023.7,-4,0,1.9,0,73
67,17,61,1700,75,0.9,1023.8,-4.3,0,1.1,1,64
39,19,58,1800,75,0.8,1023.4,-5.2,0,1.4,2,68
37,20,60,1500,75,0.8,1023,-5.7,0,0.8,3,74
39,21,57,1300,75,1.2,1023,-5.5,0,1.3,4,72
54,24,60,1600,75,1.3,1023.3,-5.6,0,1,5,75
62,26,64,2000,75,1.1,1023.3,-4.4,0,1.9,6,83
53,27,62,1800,75,1.1,1023.8,-4.4,0,2.4,7,76
64,29,59,1800,75,1.6,1023.9,-4.3,0,2.1,8,60
66,34,60,1700,75,3,1023.5,-4.5,0,0.8,9,63
88,44,63,1800,75,4.5,1022.4,-4.3,0,0.7,10,68
92,51,68,1899,75,6,1021.5,-4.5,0,2.1,11,77
88,59,60,1500,75,7.7,1020.4,-5.1,0,2.7,12,85
78,98,48,1100,75,8.7,1019.2,-5.9,0,4.2,13,108
81,113,43,1000,75,9.4,1018.3,-5.3,0,3.3,14,102
84,111,45,1100,72,9.1,1017.7,-5.6,0,2.6,15,75
91,112,51,1200,59,8.5,1017.4,-4.7,0,2.5,16,80
105,104,54,1399,50,7.6,1017.5,-3.6,0,1.7,17,82
108,86,61,1300,50,6.6,1017.6,-3.6,0,1.3,18,90
100,79,75,1300,50,5.9,1017.7,-3.2,0,1.5,19,95
